,beach_name,water_temperature,turbidity,wave_height,wave_period,battery_life,time_of_day,month,day,year
304,Calumet Beach,20.2,0.89,0.10400000000000001,3.0,11.5,08:00:00,06,03,2014
305,Montrose Beach,16.3,0.2,0.17,4.0,11.6,08:00:00,06,03,2014
306,Calumet Beach,20.2,0.86,0.11699999999999999,2.0,11.5,09:00:00,06,03,2014
307,Montrose Beach,16.2,0.21,0.106,3.0,11.6,09:00:00,06,03,2014
308,Calumet Beach,20.0,0.88,0.092,3.0,11.5,10:00:00,06,03,2014
309,Montrose Beach,16.1,0.19,0.12300000000000001,4.0,11.6,10:00:00,06,03,2014
310,Calumet Beach,18.6,0.92,0.207,2.0,11.5,07:00:00,06,04,2014
311,Montrose Beach,15.7,0.21,0.11900000000000001,4.0,11.6,07:00:00,06,04,2014
312,Calumet Beach,19.9,0.87,0.10300000000000001,2.0,11.5,11:00:00,06,03,2014
313,Montrose Beach,16.0,0.24,0.09300000000000001,3.0,11.6,11:00:00,06,03,2014
314,Calumet Beach,19.7,0.89,0.094,2.0,11.5,12:00:00,06,04,2014
315,Montrose Beach,16.0,0.19,0.1,8.0,11.6,12:00:00,06,04,2014
316,Calumet Beach,19.4,0.76,0.092,2.0,11.5,01:00:00,06,04,2014
317,Montrose Beach,16.0,0.27,0.09699999999999999,3.0,11.6,01:00:00,06,04,2014
318,Calumet Beach,19.2,0.74,0.107,2.0,11.5,02:00:00,06,04,2014
319,Montrose Beach,16.0,0.27,0.102,5.0,11.6,02:00:00,06,04,2014
320,Calumet Beach,19.1,0.75,0.129,2.0,11.5,03:00:00,06,04,2014
321,Montrose Beach,15.9,0.26,0.102,4.0,11.6,03:00:00,06,04,2014
322,Calumet Beach,19.0,0.77,0.128,2.0,11.5,04:00:00,06,04,2014
323,Montrose Beach,15.8,0.29,0.1,4.0,11.6,04:00:00,06,04,2014
324,Calumet Beach,18.9,0.83,0.155,2.0,11.5,05:00:00,06,04,2014
325,Montrose Beach,15.8,0.3,0.105,3.0,11.6,05:00:00,06,04,2014
326,Calumet Beach,18.9,0.9,0.14400000000000002,2.0,11.5,06:00:00,06,04,2014
327,Montrose Beach,15.7,0.22,0.109,3.0,11.6,06:00:00,06,04,2014
328,Calumet Beach,18.5,1.37,0.235,3.0,11.5,08:00:00,06,04,2014
329,Montrose Beach,15.7,0.21,0.15,2.0,11.6,08:00:00,06,04,2014
330,Calumet Beach,18.5,1.52,0.21600000000000003,3.0,11.5,09:00:00,06,04,2014
331,Montrose Beach,15.7,0.17,0.157,2.0,11.6,09:00:00,06,04,2014
332,Calumet Beach,18.4,1.83,0.2,3.0,11.5,10:00:00,06,04,2014
333,Montrose Beach,15.7,0.19,0.165,3.0,11.6,10:00:00,06,04,2014
334,Calumet Beach,18.4,1.96,0.245,3.0,11.5,11:00:00,06,04,2014
335,Montrose Beach,15.7,0.22,0.247,2.0,11.6,11:00:00,06,04,2014
336,Calumet Beach,18.4,2.0,0.262,3.0,11.5,12:00:00,06,04,2014
337,Montrose Beach,15.7,0.63,0.317,3.0,11.6,12:00:00,06,04,2014
338,Calumet Beach,18.4,2.04,0.285,4.0,11.5,01:00:00,06,04,2014
339,Montrose Beach,15.8,2.47,0.358,3.0,11.6,01:00:00,06,04,2014
340,Calumet Beach,18.4,2.69,0.27,4.0,11.4,02:00:00,06,04,2014
341,Montrose Beach,15.8,2.38,0.35100000000000003,3.0,11.6,02:00:00,06,04,2014
342,Calumet Beach,18.3,2.62,0.271,4.0,11.4,03:00:00,06,04,2014
343,Montrose Beach,16.0,3.51,0.32299999999999995,3.0,11.6,03:00:00,06,04,2014
344,Calumet Beach,18.4,2.9,0.23600000000000002,4.0,11.4,05:00:00,06,04,2014
345,Montrose Beach,16.2,2.7,0.315,3.0,11.6,05:00:00,06,04,2014
346,Calumet Beach,18.6,3.69,0.23399999999999999,4.0,11.4,06:00:00,06,04,2014
347,Montrose Beach,16.2,3.15,0.294,3.0,11.6,06:00:00,06,04,2014
348,Calumet Beach,18.6,3.47,0.22,4.0,11.4,07:00:00,06,04,2014
349,Montrose Beach,16.2,4.13,0.317,3.0,11.6,07:00:00,06,04,2014
350,Calumet Beach,18.6,4.65,0.193,4.0,11.4,08:00:00,06,04,2014
351,Montrose Beach,16.2,4.02,0.31,3.0,11.6,08:00:00,06,04,2014
352,Calumet Beach,18.4,4.25,0.195,3.0,11.4,09:00:00,06,04,2014
353,Montrose Beach,16.1,3.78,0.304,3.0,11.6,09:00:00,06,04,2014
354,Calumet Beach,18.3,4.36,0.207,4.0,11.4,10:00:00,06,04,2014
355,Montrose Beach,16.1,3.63,0.287,3.0,11.6,10:00:00,06,04,2014
356,Calumet Beach,18.2,3.9,0.215,4.0,11.4,11:00:00,06,04,2014
357,Montrose Beach,16.1,3.99,0.28300000000000003,3.0,11.6,11:00:00,06,04,2014
358,Calumet Beach,18.1,3.72,0.221,4.0,11.4,12:00:00,06,05,2014
359,Montrose Beach,16.0,2.85,0.254,3.0,11.6,12:00:00,06,05,2014
360,Calumet Beach,18.0,2.41,0.204,4.0,11.4,01:00:00,06,05,2014
361,Montrose Beach,16.0,3.25,0.213,3.0,11.6,01:00:00,06,05,2014
362,Calumet Beach,18.0,2.6,0.205,4.0,11.4,02:00:00,06,05,2014
363,Montrose Beach,16.0,3.27,0.225,3.0,11.6,02:00:00,06,05,2014
364,Calumet Beach,17.9,2.41,0.192,4.0,11.4,03:00:00,06,05,2014
365,Montrose Beach,15.9,3.56,0.235,3.0,11.6,03:00:00,06,05,2014
366,Calumet Beach,17.8,2.62,0.17600000000000002,4.0,11.4,04:00:00,06,05,2014
367,Montrose Beach,15.9,2.93,0.23,3.0,11.5,04:00:00,06,05,2014
368,Calumet Beach,17.8,2.73,0.16899999999999998,3.0,11.4,05:00:00,06,05,2014
369,Montrose Beach,15.7,3.76,0.272,3.0,11.5,05:00:00,06,05,2014
370,Calumet Beach,17.7,2.74,0.155,3.0,11.4,06:00:00,06,05,2014
371,Montrose Beach,15.6,2.88,0.259,3.0,11.5,06:00:00,06,05,2014
372,Calumet Beach,17.7,3.04,0.16399999999999998,4.0,11.4,07:00:00,06,05,2014
373,Montrose Beach,15.6,3.6,0.272,3.0,11.5,07:00:00,06,05,2014
374,Calumet Beach,17.7,2.92,0.159,3.0,11.4,08:00:00,06,05,2014
375,Montrose Beach,15.7,3.27,0.248,3.0,11.5,08:00:00,06,05,2014
376,Calumet Beach,17.9,2.82,0.162,3.0,11.4,09:00:00,06,05,2014
377,Montrose Beach,15.8,3.11,0.223,3.0,11.5,09:00:00,06,05,2014
378,Calumet Beach,18.0,2.69,0.155,3.0,11.4,10:00:00,06,05,2014
379,Montrose Beach,16.1,2.82,0.226,3.0,11.5,10:00:00,06,05,2014
380,Calumet Beach,18.3,2.47,0.159,3.0,11.4,11:00:00,06,05,2014
381,Montrose Beach,16.4,3.05,0.237,3.0,11.5,11:00:00,06,05,2014
382,Calumet Beach,18.5,2.29,0.156,3.0,11.4,12:00:00,06,05,2014
383,Montrose Beach,16.8,2.61,0.22,3.0,11.5,12:00:00,06,05,2014
384,Calumet Beach,18.7,1.93,0.14400000000000002,3.0,11.4,01:00:00,06,05,2014
385,Montrose Beach,17.1,2.07,0.198,3.0,11.5,01:00:00,06,05,2014
386,Calumet Beach,19.2,2.11,0.149,3.0,11.4,02:00:00,06,05,2014
387,Montrose Beach,17.5,1.84,0.19399999999999998,2.0,11.5,02:00:00,06,05,2014
388,Ohio Street Beach,16.9,1.6,0.159,3.0,12.8,12:00:00,06,05,2014
389,Calumet Beach,19.5,2.03,0.138,3.0,11.4,03:00:00,06,05,2014
390,Montrose Beach,17.9,1.72,0.177,3.0,11.5,03:00:00,06,05,2014
391,Calumet Beach,19.6,1.87,0.131,3.0,11.4,04:00:00,06,05,2014
392,Montrose Beach,19.3,1.76,0.175,3.0,11.5,04:00:00,06,05,2014
393,Calumet Beach,19.7,1.81,0.129,2.0,11.4,05:00:00,06,05,2014
394,Montrose Beach,19.7,1.84,0.16699999999999998,3.0,11.5,05:00:00,06,05,2014
395,Calumet Beach,19.6,1.77,0.126,3.0,11.4,06:00:00,06,05,2014
396,Montrose Beach,20.0,3.03,0.159,3.0,11.5,06:00:00,06,05,2014
397,Calumet Beach,19.5,1.69,0.142,3.0,11.4,07:00:00,06,05,2014
398,Montrose Beach,19.5,2.8,0.17,3.0,11.5,07:00:00,06,05,2014
399,Calumet Beach,19.4,1.66,0.127,3.0,11.4,08:00:00,06,05,2014
400,Montrose Beach,18.9,2.36,0.163,3.0,11.5,08:00:00,06,05,2014
401,Calumet Beach,19.3,1.86,0.126,3.0,11.4,09:00:00,06,05,2014
402,Montrose Beach,19.1,2.57,0.13699999999999998,3.0,11.5,09:00:00,06,05,2014
403,Calumet Beach,19.6,1.86,0.11800000000000001,3.0,11.4,10:00:00,06,05,2014
404,Montrose Beach,18.9,1.93,0.134,3.0,11.5,10:00:00,06,05,2014
405,Calumet Beach,19.5,1.88,0.11900000000000001,3.0,11.4,11:00:00,06,05,2014
406,Montrose Beach,18.0,1.97,0.122,2.0,11.5,11:00:00,06,05,2014
407,Calumet Beach,19.3,1.78,0.12300000000000001,3.0,11.4,12:00:00,06,06,2014
408,Montrose Beach,17.6,1.54,0.11800000000000001,8.0,11.5,12:00:00,06,06,2014
409,Calumet Beach,18.9,1.68,0.10099999999999999,3.0,11.4,02:00:00,06,06,2014
410,Calumet Beach,19.0,1.61,0.113,2.0,11.4,01:00:00,06,06,2014
411,Montrose Beach,17.5,1.43,0.11900000000000001,4.0,11.5,01:00:00,06,06,2014
412,Montrose Beach,17.3,1.27,0.125,6.0,11.5,02:00:00,06,06,2014
413,Calumet Beach,18.7,1.61,0.094,3.0,11.4,03:00:00,06,06,2014
414,Montrose Beach,16.9,1.03,0.10300000000000001,5.0,11.5,03:00:00,06,06,2014
415,Calumet Beach,18.5,1.49,0.08900000000000001,2.0,11.4,04:00:00,06,06,2014
416,Montrose Beach,16.8,1.11,0.10400000000000001,3.0,11.5,04:00:00,06,06,2014
417,Calumet Beach,18.4,1.51,0.086,3.0,11.4,05:00:00,06,06,2014
418,Montrose Beach,16.7,1.04,0.094,4.0,11.5,05:00:00,06,06,2014
419,Calumet Beach,18.3,1.43,0.091,2.0,11.4,06:00:00,06,06,2014
420,Montrose Beach,16.7,0.96,0.092,2.0,11.5,06:00:00,06,06,2014
421,Calumet Beach,18.4,1.45,0.078,3.0,11.4,07:00:00,06,06,2014
422,Montrose Beach,16.7,0.97,0.08800000000000001,4.0,11.5,07:00:00,06,06,2014
423,Calumet Beach,18.5,1.39,0.075,3.0,11.3,08:00:00,06,06,2014
424,Montrose Beach,16.8,0.91,0.081,2.0,11.5,08:00:00,06,06,2014
425,Calumet Beach,18.7,1.25,0.084,2.0,11.4,09:00:00,06,06,2014
426,Montrose Beach,16.9,0.79,0.091,3.0,11.5,09:00:00,06,06,2014
427,Calumet Beach,18.9,1.29,0.081,5.0,11.4,10:00:00,06,06,2014
428,Montrose Beach,17.1,0.67,0.087,4.0,11.5,10:00:00,06,06,2014
429,Calumet Beach,19.2,1.24,0.07200000000000001,2.0,11.3,11:00:00,06,06,2014
430,Montrose Beach,17.4,0.62,0.09699999999999999,3.0,11.5,11:00:00,06,06,2014
431,Calumet Beach,19.6,1.21,0.08,3.0,11.3,12:00:00,06,06,2014
432,Montrose Beach,17.6,0.65,0.124,6.0,11.5,12:00:00,06,06,2014
433,Calumet Beach,19.7,1.19,0.12,2.0,11.4,01:00:00,06,06,2014
434,Montrose Beach,17.8,0.55,0.152,3.0,11.5,01:00:00,06,06,2014
435,Calumet Beach,20.3,1.19,0.141,2.0,11.3,02:00:00,06,06,2014
436,Montrose Beach,18.0,0.5,0.11699999999999999,2.0,11.5,02:00:00,06,06,2014
437,Calumet Beach,20.6,1.14,0.128,2.0,11.4,03:00:00,06,06,2014
438,Montrose Beach,18.9,0.57,0.11199999999999999,2.0,11.5,03:00:00,06,06,2014
439,Calumet Beach,21.0,1.16,0.11900000000000001,2.0,11.3,04:00:00,06,06,2014
440,Montrose Beach,19.3,0.47,0.09699999999999999,5.0,11.5,04:00:00,06,06,2014
441,Ohio Street Beach,18.8,0.7,0.135,2.0,12.4,02:00:00,06,06,2014
442,Calumet Beach,21.0,1.15,0.11,2.0,11.4,05:00:00,06,06,2014
443,Montrose Beach,19.4,0.42,0.102,8.0,11.5,05:00:00,06,06,2014
444,Ohio Street Beach,19.8,0.78,0.162,3.0,12.3,05:00:00,06,06,2014
445,Calumet Beach,21.0,1.12,0.141,2.0,11.3,06:00:00,06,06,2014
446,Montrose Beach,18.8,0.28,0.129,7.0,11.5,06:00:00,06,06,2014
447,Ohio Street Beach,19.7,0.77,0.13,3.0,12.3,06:00:00,06,06,2014
448,Calumet Beach,21.3,1.36,0.142,2.0,11.3,07:00:00,06,06,2014
449,Montrose Beach,19.3,0.45,0.155,4.0,11.5,07:00:00,06,06,2014
450,Ohio Street Beach,19.2,0.8,0.13699999999999998,2.0,12.3,07:00:00,06,06,2014
451,Calumet Beach,21.4,1.43,0.154,2.0,11.4,08:00:00,06,06,2014
452,Montrose Beach,18.4,0.31,0.166,2.0,11.5,08:00:00,06,06,2014
453,Ohio Street Beach,18.7,1.03,0.147,2.0,12.3,08:00:00,06,06,2014
454,Calumet Beach,21.2,1.4,0.16,2.0,11.4,09:00:00,06,06,2014
455,Montrose Beach,17.9,0.26,0.158,2.0,11.5,09:00:00,06,06,2014
456,Ohio Street Beach,18.1,0.83,0.14400000000000002,2.0,12.3,09:00:00,06,06,2014
457,Calumet Beach,20.7,1.37,0.166,3.0,11.3,10:00:00,06,06,2014
458,Montrose Beach,17.2,0.27,0.14,2.0,11.5,10:00:00,06,06,2014
459,Ohio Street Beach,17.3,1.0,0.133,2.0,12.3,10:00:00,06,06,2014
460,Calumet Beach,20.4,1.28,0.153,3.0,11.4,11:00:00,06,06,2014
461,Montrose Beach,16.8,0.34,0.132,2.0,11.5,11:00:00,06,06,2014
462,Ohio Street Beach,17.1,1.12,0.11900000000000001,3.0,12.3,11:00:00,06,06,2014
463,Calumet Beach,20.5,1.71,0.139,3.0,11.3,12:00:00,06,07,2014
464,Montrose Beach,16.4,0.22,0.12300000000000001,4.0,11.5,12:00:00,06,07,2014
465,Ohio Street Beach,16.8,1.21,0.127,3.0,12.3,12:00:00,06,07,2014
466,Calumet Beach,20.2,1.51,0.138,3.0,11.3,01:00:00,06,07,2014
467,Montrose Beach,16.3,0.38,0.114,7.0,11.5,01:00:00,06,07,2014
468,Ohio Street Beach,16.6,0.97,0.10400000000000001,2.0,12.3,01:00:00,06,07,2014
469,Calumet Beach,19.8,1.44,0.111,3.0,11.3,02:00:00,06,07,2014
470,Montrose Beach,16.2,0.25,0.121,4.0,11.5,02:00:00,06,07,2014
471,Ohio Street Beach,16.6,0.95,0.08900000000000001,3.0,12.3,02:00:00,06,07,2014
472,Calumet Beach,19.6,1.3,0.109,2.0,11.3,03:00:00,06,07,2014
473,Montrose Beach,16.2,0.28,0.10400000000000001,4.0,11.5,03:00:00,06,07,2014
474,Ohio Street Beach,16.6,0.97,0.087,4.0,12.2,03:00:00,06,07,2014
475,Calumet Beach,20.6,1.01,0.14800000000000002,2.0,11.3,01:00:00,06,07,2014
476,Montrose Beach,17.0,0.07,0.141,3.0,11.5,01:00:00,06,07,2014
477,Ohio Street Beach,17.6,1.04,0.175,6.0,12.1,01:00:00,06,07,2014
478,Calumet Beach,19.4,1.15,0.098,2.0,11.3,04:00:00,06,07,2014
479,Montrose Beach,16.3,0.25,0.091,4.0,11.5,04:00:00,06,07,2014
480,Ohio Street Beach,16.6,1.04,0.08,2.0,12.2,04:00:00,06,07,2014
481,Calumet Beach,19.4,1.25,0.085,2.0,11.3,09:00:00,06,07,2014
482,Montrose Beach,16.5,0.22,0.084,4.0,11.5,09:00:00,06,07,2014
483,Ohio Street Beach,17.0,0.81,0.078,3.0,12.2,09:00:00,06,07,2014
484,Calumet Beach,19.6,2.73,0.254,6.0,10.8,06:00:00,06,08,2014
485,Montrose Beach,15.5,25.1,0.436,6.0,11.4,06:00:00,06,08,2014
486,Ohio Street Beach,16.8,8.21,0.36,4.0,11.9,06:00:00,06,08,2014
487,Calumet Beach,19.3,1.19,0.096,2.0,11.3,05:00:00,06,07,2014
488,Montrose Beach,16.2,0.3,0.09300000000000001,4.0,11.5,05:00:00,06,07,2014
489,Ohio Street Beach,16.5,0.79,0.071,2.0,12.2,05:00:00,06,07,2014
490,Calumet Beach,19.2,1.12,0.099,2.0,11.3,06:00:00,06,07,2014
491,Montrose Beach,16.2,0.32,0.083,4.0,11.5,06:00:00,06,07,2014
492,Ohio Street Beach,16.6,0.71,0.068,2.0,12.2,06:00:00,06,07,2014
493,Calumet Beach,19.2,1.0,0.099,2.0,11.3,07:00:00,06,07,2014
494,Montrose Beach,16.4,0.29,0.086,3.0,11.5,07:00:00,06,07,2014
495,Ohio Street Beach,16.7,0.73,0.096,3.0,12.2,07:00:00,06,07,2014
496,Calumet Beach,19.3,1.17,0.092,2.0,11.3,08:00:00,06,07,2014
497,Montrose Beach,16.4,0.41,0.08800000000000001,4.0,11.5,08:00:00,06,07,2014
498,Ohio Street Beach,16.8,0.84,0.10300000000000001,2.0,12.2,08:00:00,06,07,2014
499,Calumet Beach,19.7,0.81,0.1,3.0,11.3,10:00:00,06,07,2014
500,Montrose Beach,16.5,0.24,0.081,2.0,11.5,10:00:00,06,07,2014
501,Ohio Street Beach,17.2,1.4,0.08900000000000001,7.0,12.1,10:00:00,06,07,2014
502,Calumet Beach,20.2,0.99,0.08199999999999999,2.0,11.3,11:00:00,06,07,2014
503,Montrose Beach,16.6,0.2,0.095,3.0,11.5,11:00:00,06,07,2014
504,Ohio Street Beach,17.5,0.86,0.14400000000000002,2.0,12.1,11:00:00,06,07,2014
505,Calumet Beach,21.2,1.09,0.11199999999999999,2.0,11.3,02:00:00,06,07,2014
506,Montrose Beach,16.6,0.13,0.11699999999999999,6.0,11.5,02:00:00,06,07,2014
507,Ohio Street Beach,18.1,1.13,0.17800000000000002,3.0,12.1,02:00:00,06,07,2014
508,Calumet Beach,20.5,1.01,0.10800000000000001,2.0,11.3,12:00:00,06,07,2014
509,Montrose Beach,16.8,0.12,0.12,3.0,11.5,12:00:00,06,07,2014
510,Ohio Street Beach,17.7,1.13,0.121,3.0,12.1,12:00:00,06,07,2014
511,Calumet Beach,21.2,1.07,0.13,2.0,11.3,04:00:00,06,07,2014
512,Montrose Beach,16.8,0.18,0.14400000000000002,5.0,11.5,04:00:00,06,07,2014
513,Ohio Street Beach,18.4,0.86,0.166,2.0,12.1,04:00:00,06,07,2014
514,Calumet Beach,21.5,1.1,0.171,2.0,11.3,03:00:00,06,07,2014
515,Montrose Beach,16.8,0.16,0.121,2.0,11.5,03:00:00,06,07,2014
516,Ohio Street Beach,18.4,1.15,0.16899999999999998,3.0,12.1,03:00:00,06,07,2014
517,Calumet Beach,20.1,1.44,0.19,3.0,11.3,01:00:00,06,08,2014
518,Montrose Beach,16.9,1.48,0.344,3.0,11.4,01:00:00,06,08,2014
519,Ohio Street Beach,17.4,0.85,0.21100000000000002,3.0,12.0,01:00:00,06,08,2014
520,Calumet Beach,21.1,1.01,0.19699999999999998,2.0,11.3,05:00:00,06,07,2014
521,Montrose Beach,16.5,0.28,0.162,4.0,11.5,05:00:00,06,07,2014
522,Ohio Street Beach,18.5,0.77,0.174,2.0,12.1,05:00:00,06,07,2014
523,Calumet Beach,21.1,1.2,0.135,2.0,11.3,06:00:00,06,07,2014
524,Montrose Beach,17.1,0.33,0.177,7.0,11.5,06:00:00,06,07,2014
525,Ohio Street Beach,18.3,1.08,0.16699999999999998,2.0,12.1,06:00:00,06,07,2014
526,Calumet Beach,21.2,1.43,0.172,2.0,11.3,07:00:00,06,07,2014
527,Montrose Beach,17.3,0.33,0.185,2.0,11.5,07:00:00,06,07,2014
528,Ohio Street Beach,18.3,1.14,0.145,2.0,12.1,07:00:00,06,07,2014
529,Calumet Beach,21.5,1.81,0.184,2.0,11.3,08:00:00,06,07,2014
530,Montrose Beach,18.0,0.65,0.222,3.0,11.5,08:00:00,06,07,2014
531,Ohio Street Beach,18.0,0.99,0.149,2.0,12.1,08:00:00,06,07,2014
532,Calumet Beach,20.8,1.96,0.215,3.0,11.3,09:00:00,06,07,2014
533,Montrose Beach,17.7,0.51,0.222,2.0,11.5,09:00:00,06,07,2014
534,Ohio Street Beach,17.8,0.92,0.158,3.0,12.1,09:00:00,06,07,2014
535,Calumet Beach,20.4,1.74,0.20600000000000002,3.0,11.3,10:00:00,06,07,2014
536,Montrose Beach,17.1,0.32,0.233,3.0,11.5,10:00:00,06,07,2014
537,Ohio Street Beach,17.7,0.83,0.153,3.0,12.0,10:00:00,06,07,2014
538,Calumet Beach,20.6,2.19,0.187,3.0,11.3,11:00:00,06,07,2014
539,Montrose Beach,16.9,0.45,0.243,3.0,11.5,11:00:00,06,07,2014
540,Ohio Street Beach,17.6,0.8,0.16,3.0,12.0,11:00:00,06,07,2014
541,Calumet Beach,20.8,2.08,0.18600000000000003,3.0,11.3,12:00:00,06,08,2014
542,Calumet Beach,20.0,1.3,0.217,4.0,11.3,02:00:00,06,08,2014
543,Montrose Beach,17.2,1.49,0.294,3.0,11.4,12:00:00,06,08,2014
544,Ohio Street Beach,17.5,0.9,0.158,3.0,12.0,12:00:00,06,08,2014
545,Montrose Beach,16.6,2.17,0.35200000000000004,4.0,11.4,02:00:00,06,08,2014
546,Ohio Street Beach,17.3,2.3,0.28,4.0,12.0,02:00:00,06,08,2014
547,Calumet Beach,20.0,1.67,0.228,4.0,11.3,03:00:00,06,08,2014
548,Montrose Beach,16.6,2.13,0.326,3.0,11.4,03:00:00,06,08,2014
549,Ohio Street Beach,17.1,3.03,0.26,4.0,12.0,03:00:00,06,08,2014
550,Calumet Beach,19.9,2.01,0.265,4.0,11.3,04:00:00,06,08,2014
551,Montrose Beach,16.1,2.51,0.39399999999999996,4.0,11.4,04:00:00,06,08,2014
552,Ohio Street Beach,16.9,3.63,0.293,4.0,12.0,04:00:00,06,08,2014
553,Calumet Beach,19.9,3.48,0.23800000000000002,4.0,11.3,05:00:00,06,08,2014
554,Montrose Beach,16.4,5.2,0.47200000000000003,4.0,11.4,05:00:00,06,08,2014
555,Ohio Street Beach,16.5,4.59,0.331,4.0,12.0,05:00:00,06,08,2014
556,Calumet Beach,19.4,3.11,0.237,5.0,11.3,06:00:00,06,08,2014
557,Montrose Beach,16.3,8.19,0.45,5.0,11.4,06:00:00,06,08,2014
558,Ohio Street Beach,16.6,6.32,0.319,4.0,12.0,06:00:00,06,08,2014
559,Calumet Beach,19.3,2.52,0.24100000000000002,5.0,11.3,07:00:00,06,08,2014
560,Montrose Beach,16.2,10.43,0.473,6.0,11.4,07:00:00,06,08,2014
561,Ohio Street Beach,16.5,6.76,0.355,5.0,12.0,07:00:00,06,08,2014
562,Calumet Beach,19.2,2.75,0.24600000000000002,4.0,11.3,08:00:00,06,08,2014
563,Montrose Beach,16.2,12.28,0.479,5.0,11.4,08:00:00,06,08,2014
564,Ohio Street Beach,16.1,6.87,0.32,5.0,12.0,08:00:00,06,08,2014
565,Calumet Beach,19.2,2.66,0.24100000000000002,6.0,11.3,11:00:00,06,08,2014
566,Calumet Beach,19.2,2.81,0.25,6.0,11.3,09:00:00,06,08,2014
567,Montrose Beach,16.1,13.13,0.473,5.0,11.4,09:00:00,06,08,2014
568,Ohio Street Beach,16.0,6.34,0.35700000000000004,5.0,12.0,09:00:00,06,08,2014
569,Calumet Beach,19.2,2.45,0.20199999999999999,4.0,11.2,11:00:00,06,08,2014
570,Montrose Beach,15.5,24.11,0.391,5.0,11.4,11:00:00,06,08,2014
571,Ohio Street Beach,16.2,6.73,0.249,4.0,11.9,11:00:00,06,08,2014
572,Calumet Beach,19.0,3.16,0.182,4.0,11.2,12:00:00,06,09,2014
573,Montrose Beach,15.2,22.93,0.389,5.0,11.4,12:00:00,06,09,2014
574,Ohio Street Beach,16.1,7.58,0.239,5.0,11.9,12:00:00,06,09,2014
575,Calumet Beach,19.2,2.9,0.244,5.0,11.0,10:00:00,06,08,2014
576,Montrose Beach,16.3,14.5,0.462,6.0,11.4,10:00:00,06,08,2014
577,Ohio Street Beach,16.0,6.64,0.37200000000000005,5.0,11.9,10:00:00,06,08,2014
578,Calumet Beach,19.4,2.82,0.20600000000000002,5.0,11.3,08:00:00,06,08,2014
579,Montrose Beach,15.4,25.96,0.433,5.0,11.4,08:00:00,06,08,2014
580,Ohio Street Beach,16.7,7.33,0.321,6.0,11.9,08:00:00,06,08,2014
581,Montrose Beach,16.3,21.62,0.515,6.0,11.4,11:00:00,06,08,2014
582,Ohio Street Beach,16.2,7.23,0.425,5.0,12.0,11:00:00,06,08,2014
583,Calumet Beach,19.3,2.99,0.259,6.0,11.3,12:00:00,06,08,2014
584,Montrose Beach,16.6,21.88,0.526,6.0,11.4,12:00:00,06,08,2014
585,Ohio Street Beach,16.4,6.74,0.384,6.0,11.9,12:00:00,06,08,2014
586,Calumet Beach,19.4,3.17,0.251,4.0,11.3,01:00:00,06,08,2014
587,Montrose Beach,16.6,22.86,0.49200000000000005,6.0,11.4,01:00:00,06,08,2014
588,Ohio Street Beach,16.7,8.66,0.402,6.0,11.9,01:00:00,06,08,2014
589,Calumet Beach,19.5,3.34,0.263,4.0,11.0,02:00:00,06,08,2014
590,Montrose Beach,16.8,25.56,0.503,6.0,11.4,02:00:00,06,08,2014
591,Ohio Street Beach,16.8,9.15,0.35700000000000004,6.0,11.9,02:00:00,06,08,2014
592,Calumet Beach,18.1,2.61,0.162,5.0,11.2,03:00:00,06,09,2014
593,Montrose Beach,15.1,22.43,0.381,5.0,11.4,03:00:00,06,09,2014
594,Ohio Street Beach,15.8,6.71,0.23800000000000002,4.0,11.8,03:00:00,06,09,2014
595,Calumet Beach,18.4,2.19,0.14300000000000002,5.0,11.2,11:00:00,06,09,2014
596,Montrose Beach,15.4,20.43,0.28,4.0,11.3,11:00:00,06,09,2014
597,Ohio Street Beach,16.6,5.04,0.19899999999999998,4.0,11.8,11:00:00,06,09,2014
598,Calumet Beach,19.6,3.23,0.252,6.0,11.3,03:00:00,06,08,2014
599,Montrose Beach,16.3,23.48,0.485,6.0,11.4,03:00:00,06,08,2014
600,Ohio Street Beach,17.0,8.54,0.348,3.0,11.9,03:00:00,06,08,2014
601,Calumet Beach,19.8,3.22,0.24600000000000002,5.0,11.3,04:00:00,06,08,2014
602,Montrose Beach,16.2,25.16,0.489,6.0,11.4,04:00:00,06,08,2014
603,Ohio Street Beach,16.9,8.47,0.409,4.0,11.9,04:00:00,06,08,2014
604,Calumet Beach,19.7,2.84,0.23800000000000002,6.0,11.3,05:00:00,06,08,2014
605,Montrose Beach,16.0,27.82,0.47,6.0,11.4,05:00:00,06,08,2014
606,Ohio Street Beach,16.9,8.83,0.354,4.0,11.9,05:00:00,06,08,2014
607,Calumet Beach,19.2,2.6,0.22399999999999998,4.0,11.3,09:00:00,06,08,2014
608,Montrose Beach,15.7,29.84,0.435,5.0,11.4,09:00:00,06,08,2014
609,Ohio Street Beach,16.3,7.0,0.28300000000000003,4.0,11.9,09:00:00,06,08,2014
610,Calumet Beach,18.2,2.41,0.14300000000000002,5.0,11.2,10:00:00,06,09,2014
611,Montrose Beach,15.1,20.41,0.3,4.0,11.3,10:00:00,06,09,2014
612,Ohio Street Beach,16.3,4.62,0.218,3.0,11.8,10:00:00,06,09,2014
613,Calumet Beach,19.3,1.97,0.133,3.0,11.2,04:00:00,06,09,2014
614,Montrose Beach,16.5,24.59,0.312,3.0,11.3,04:00:00,06,09,2014
615,Ohio Street Beach,17.9,6.31,0.213,4.0,11.8,04:00:00,06,09,2014
