iter	RMSE
246	6.591975258
247	6.591163621
248	6.59070662
249	6.589627771
250	6.588847746
251	6.587877552
252	6.587232338
253	6.586201534
254	6.585364853
255	6.584863126
256	6.584187458
257	6.58353444
258	6.583082531
259	6.582540154
260	6.582255109
261	6.581898265
262	6.581358176
263	6.580890919
264	6.580253439
265	6.57953538
266	6.57868649
267	6.578334156
268	6.578070403
269	6.577694039
270	6.577129475
271	6.576510495
272	6.575590753
273	6.575029586
274	6.574067854
275	6.573394886
276	6.572733999
277	6.571986412
278	6.571337926
279	6.570748559
280	6.570293096
281	6.569802326
282	6.5692441
283	6.568404993
284	6.567842063
285	6.567350748
286	6.566840825
287	6.565997635
288	6.565540841
289	6.564951842
290	6.564095364
291	6.563324217
292	6.562759689
293	6.562017722
294	6.561507033
295	6.560851866
296	6.560342948
297	6.559797744
298	6.558547381
299	6.557788771
300	6.557117477
301	6.556449433
302	6.55564048
303	6.554718357
304	6.554275965
305	6.553539492
306	6.5529583
307	6.55233682
308	6.551450385
309	6.55066729
310	6.550236989
311	6.549879198
312	6.549356067
313	6.548530526
314	6.547846131
315	6.547282931
316	6.546911602
317	6.546357163
318	6.545492955
319	6.544845367
320	6.544164309
321	6.543604314
322	6.542977668
323	6.542006148
324	6.541016585
325	6.540306982
326	6.539539442
327	6.538795833
328	6.537764511
329	6.537024423
330	6.536135503
331	6.535518847
332	6.534954175
333	6.534205571
334	6.533423589
335	6.532773067
336	6.531969301
337	6.531092007
338	6.530410397
339	6.529309736
340	6.52864986
341	6.527884571
342	6.527371179
343	6.526166146
344	6.525335719
345	6.524650062
346	6.523639217
347	6.522533673
348	6.521535157
349	6.520605957
350	6.519574734
351	6.51917735
352	6.518368078
353	6.517755895
354	6.517050811
355	6.516342173
356	6.515598128
357	6.514527866
358	6.513754088
359	6.512785061
360	6.51221742
361	6.511357523
362	6.510654859
363	6.50984665
364	6.50905409
365	6.50813463
366	6.507502412
367	6.50666874
368	6.505989486
369	6.505064795
370	6.504085489
371	6.503452897
372	6.502682508
373	6.501942453
374	6.501217287
375	6.500439121
376	6.499589537
377	6.498931117
378	6.49807324
379	6.497186219
380	6.496486784
381	6.495594891
382	6.494707156
383	6.493862528
384	6.493174804
385	6.492186372
386	6.49138829
387	6.490602314
388	6.489694785
389	6.488969695
390	6.488128729
391	6.487311125
392	6.486562662
393	6.485784697
394	6.484899072
395	6.483980301
396	6.48313509
397	6.48219987
398	6.481357752
399	6.480756318
400	6.480039199
401	6.479688138
402	6.478685397
403	6.477947647
404	6.476691609
405	6.476327823
406	6.475301137
407	6.474462834
408	6.473326421
409	6.472166395
410	6.471103614
411	6.470660488
412	6.469923074
413	6.469182977
414	6.468391001
415	6.467391261
416	6.466347892
417	6.465562031
418	6.464470148
419	6.463624558
420	6.462830721
421	6.462110406
422	6.4611928
423	6.460208481
424	6.459042729
425	6.458347245
426	6.457904199
427	6.45705021
428	6.456125065
429	6.455092898
430	6.454232242
431	6.453626848
432	6.452394916
433	6.451609958
434	6.450695592
435	6.450098923
436	6.449556942
437	6.448532224
438	6.447474446
439	6.446695901
440	6.445965776
441	6.444798099
442	6.443476095
443	6.442821345
444	6.442119761
445	6.441127211
446	6.439889702
447	6.438904709
448	6.438084129
449	6.437255077
450	6.436438465
451	6.435663591
452	6.434918834
453	6.433896185
454	6.433349749
455	6.432490654
456	6.431404057
457	6.430483864
458	6.429716406
459	6.429166967
460	6.428140576
461	6.427181236
462	6.426371002
463	6.42536376
464	6.424539668
465	6.423777037
466	6.423183824
467	6.422461516
468	6.421758397
469	6.420805693
470	6.420145693
471	6.419219332
472	6.418139578
473	6.417276032
474	6.416350966
475	6.415778368
476	6.414699035
477	6.413874325
478	6.413119484
479	6.412083964
480	6.411325128
481	6.410320501
482	6.409594387
483	6.408704782
484	6.407488222
485	6.406797983
486	6.406168027
487	6.405360588
488	6.404474375
489	6.403473229
490	6.402264097
491	6.401659852
492	6.401066372
493	6.400409216
494	6.399751085
495	6.398916216
496	6.398056189
497	6.39700048
498	6.396094997
499	6.3952073
500	6.394497283
501	6.393655795
502	6.392823835
503	6.391749663
504	6.390825428
505	6.389822655
506	6.389099238
507	6.388426223
508	6.387563271
509	6.386616308
510	6.385876176
511	6.38517386
512	6.384406893
513	6.383748783
514	6.382655875
515	6.381810541
516	6.381159138
517	6.380132029
518	6.379564519
519	6.378738788
520	6.377697036
521	6.37716009
522	6.376307615
523	6.375655411
524	6.374876202
525	6.374023119
526	6.373074692
527	6.372235904
528	6.371176136
529	6.370468771
530	6.36972904
531	6.368963704
532	6.368181432
533	6.36749307
534	6.366839303
535	6.365954395
536	6.365515914
537	6.364763065
538	6.364423189
539	6.363767421
540	6.363143117
541	6.362333564
542	6.361602861
543	6.360458411
544	6.359371556
545	6.358365131
546	6.35739876
547	6.356519366
548	6.355976805
549	6.355390649
550	6.354658753
551	6.354133583
552	6.353455877
553	6.352489451
554	6.351690814
555	6.350708796
556	6.349174713
557	6.348578476
558	6.347869045
559	6.34737626
560	6.346494891
561	6.345508333
562	6.344612638
563	6.343594817
564	6.34292446
565	6.341889182
566	6.340969519
567	6.340262701
568	6.339447134
569	6.338802549
570	6.337836003
571	6.336801864
572	6.336036358
573	6.335255597
574	6.334228134
575	6.333720433
576	6.332983336
577	6.332402009
578	6.331615358
579	6.33077501
580	6.330181461
581	6.329411956
582	6.328410295
583	6.327496785
584	6.326649718
585	6.325996632
586	6.32457775
587	6.323745259
588	6.323037114
589	6.322544376
590	6.321472509
591	6.320393496
592	6.31965578
593	6.318640275
594	6.317864788
595	6.316948567
596	6.31634941
597	6.315551637
598	6.3147976
599	6.314016923
600	6.313372569
601	6.312784192
602	6.311974569
603	6.311001523
604	6.310097096
605	6.309143465
606	6.308272217
607	6.307229558
608	6.30640744
609	6.305597182
610	6.304675584
611	6.303938806
612	6.303161865
613	6.30223864
614	6.301372811
615	6.300456707
616	6.299568765
617	6.298551211
618	6.297886508
619	6.296516636
620	6.295761481
621	6.295136355
622	6.294072516
623	6.293419429
624	6.292592048
625	6.291543606
626	6.290787103
627	6.290014756
628	6.289236768
629	6.288512041
630	6.288068953
631	6.287358163
632	6.286874481
633	6.286277536
634	6.285224702
635	6.284618707
636	6.283907433
637	6.283182433
638	6.282460957
639	6.281979133
640	6.281128466
641	6.280301398
642	6.279476094
643	6.27885514
644	6.27819429
645	6.277431042
646	6.276546601
647	6.275839952
648	6.275197767
649	6.274642398
650	6.27401017
651	6.273420354
652	6.272976995
653	6.27202638
654	6.271019256
655	6.270378236
656	6.269534254
657	6.268777006
658	6.267950054
659	6.267234524
660	6.266210998
661	6.265150278
662	6.264475105
663	6.263625517
664	6.262783286
665	6.262110092
666	6.26159067
667	6.260626968
668	6.259748649
669	6.258759597
670	6.257897519
671	6.257341025
672	6.256179281
673	6.255189443
674	6.254526547
675	6.253796989
676	6.253238896
677	6.252480565
678	6.251382863
679	6.250530639
680	6.249877379
681	6.24887089
682	6.248343518
683	6.247702035
684	6.247086195
685	6.246368683
686	6.245469336
687	6.244842388
688	6.243971781
689	6.242997378
690	6.242211711
691	6.241070523
692	6.239975031
693	6.239148175
694	6.238315642
695	6.236931552
696	6.236203782
697	6.235046017
698	6.234315385
699	6.233612208
700	6.233057265
701	6.232437708
702	6.231536403
703	6.23085165
704	6.230068132
705	6.229192809
706	6.228031445
707	6.227251846
708	6.226346199
709	6.225656622
710	6.225163084
711	6.224400491
712	6.223940285
713	6.222809248
714	6.221789088
715	6.221148796
716	6.22035482
717	6.219579298
718	6.218979262
719	6.218202861
720	6.217450459
721	6.216725004
722	6.215701142
723	6.214889135
724	6.214108651
725	6.213117655
726	6.212270782
727	6.211712955
728	6.211016221
729	6.210448059
730	6.209673386
731	6.20891148
732	6.208070107
733	6.207547088
734	6.206769325
735	6.206170066
736	6.20551739
737	6.204928371
738	6.203952989
739	6.20322426
740	6.20250912
741	6.201740083
742	6.20118804
743	6.200251319
744	6.199510566
745	6.198718363
746	6.198010634
747	6.19728807
748	6.196877677
749	6.195774363
750	6.195417163
751	6.194921682
752	6.194211052
753	6.193406827
754	6.192733903
755	6.191678117
756	6.190833527
757	6.190018309
758	6.189339941
759	6.188616617
760	6.187892285
761	6.187450774
762	6.18673846
763	6.18632433
764	6.185356893
765	6.184457665
766	6.183598304
767	6.183113112
768	6.182705127
769	6.182090055
770	6.181300171
771	6.18043333
772	6.179515348
773	6.178827781
774	6.178020933
775	6.177291274
776	6.175937677
777	6.175372685
778	6.174620188
779	6.173847422
780	6.173155148
781	6.172374127
782	6.171759611
783	6.171258294
784	6.170416818
785	6.169887968
786	6.169353909
787	6.168655144
788	6.168046394
789	6.167368088
790	6.166663891
791	6.166331624
792	6.165202671
793	6.164561637
794	6.163491396
795	6.162780851
796	6.162159284
797	6.161250272
798	6.160637973
799	6.15960637
800	6.159090637
801	6.158478876
802	6.157794766
803	6.156851027
804	6.156304468
805	6.155387445
806	6.154590315
807	6.15392131
808	6.152983216
809	6.152222494
810	6.151505459
811	6.150625357
812	6.150013239
813	6.149201768
814	6.148878582
815	6.14806044
816	6.147378884
817	6.146630729
818	6.145811767
819	6.145152222
820	6.144323413
821	6.143792644
822	6.143240402
823	6.142646844
824	6.141557938
825	6.140975512
826	6.140480534
827	6.13969839
828	6.138708619
829	6.138046582
830	6.13744899
831	6.136545933
832	6.135667773
833	6.134856025
834	6.133691006
835	6.133326168
836	6.132949447
837	6.132178774
838	6.131121241
839	6.130635259
840	6.129990074
841	6.129171839
842	6.128712746
843	6.128188263
844	6.127392464
845	6.12662203
846	6.126024696
847	6.12531555
848	6.124685558
849	6.12383566
850	6.122976229
851	6.121743873
852	6.12115038
853	6.120679745
854	6.119891513
855	6.119171812
856	6.118651292
857	6.118051794
858	6.117176888
859	6.116693142
860	6.115920808
861	6.11516604
862	6.114539121
863	6.113762164
864	6.112970057
865	6.112107604
866	6.111275603
867	6.110499096
868	6.109687436
869	6.108901896
870	6.107897493
871	6.107335773
872	6.106883082
873	6.106030536
874	6.104866166
875	6.10420699
876	6.10340847
877	6.102458237
878	6.10150738
879	6.101271548
880	6.100632588
881	6.099867729
882	6.098591909
883	6.09770839
884	6.097167744
885	6.096484507
886	6.095900348
887	6.095284049
888	6.094556007
889	6.093722436
890	6.092873248
891	6.092307823
892	6.091662185
893	6.091162147
894	6.090812394
895	6.089912543
896	6.089515727
897	6.088644016
898	6.087975337
899	6.087056552
900	6.086357656
901	6.085500532
902	6.084558667
903	6.083826839
904	6.083248397
905	6.082743678
906	6.082010601
907	6.081392283
908	6.080829691
909	6.080090995
910	6.079346622
911	6.078590577
912	6.077771821
913	6.077295859
914	6.07616618
915	6.075057568
916	6.074385247
917	6.073575615
918	6.072673554
919	6.072164073
920	6.071463791
921	6.070895142
922	6.069877686
923	6.069331991
924	6.068709412
925	6.068160025
926	6.067617053
927	6.066764143
928	6.065815051
929	6.065342662
930	6.064361815
931	6.063440485
932	6.062567947
933	6.061862552
934	6.061261605
935	6.060219875
936	6.059541169
937	6.058823054
938	6.058223549
939	6.057441475
940	6.056444514
941	6.055860007
942	6.054737349
943	6.054135531
944	6.053403151
945	6.052492694
946	6.051833007
947	6.051558897
948	6.050870045
949	6.050085894
950	6.049612835
951	6.048633395
952	6.047882743
953	6.047141913
954	6.046462465
955	6.045898252
956	6.045216589
957	6.044509663
958	6.043727727
959	6.04280886
960	6.04208684
961	6.041410255
962	6.040765064
963	6.040252494
964	6.039380472
965	6.038982018
966	6.03794122
967	6.036968859
968	6.03607768
969	6.035132781
970	6.034756128
971	6.034229989
972	6.033672204
973	6.033243527
974	6.032731204
975	6.031837165
976	6.031337654
977	6.03061077
978	6.029935898
979	6.029116448
980	6.028111335
981	6.02748569
982	6.026566642
983	6.025938595
984	6.024812859
985	6.024290599
986	6.023682478
987	6.022882851
988	6.022537748
989	6.021703198
990	6.021199317
991	6.02050304
992	6.020067572
993	6.019700184
994	6.018873896
995	6.018253262
996	6.017402295
997	6.016596777
998	6.015672743
999	6.014405827
1000	6.013448938
1001	6.012493202
1002	6.011871433
1003	6.011008024
1004	6.009854558
1005	6.00928061
1006	6.008715193
1007	6.008219424
1008	6.007652
1009	6.006925547
1010	6.00626611
1011	6.005588794
1012	6.005017605
1013	6.004301405
1014	6.003389935
1015	6.00243582
1016	6.001624113
1017	6.001137665
1018	6.000602024
1019	5.999762936
1020	5.999053743
1021	5.998485133
1022	5.997904346
1023	5.997150089
1024	5.996545412
1025	5.996093197
1026	5.995056837
1027	5.994357895
1028	5.993342338
1029	5.992616404
1030	5.991872807
1031	5.991119386
1032	5.990330008
1033	5.98956585
1034	5.989175205
1035	5.988127937
1036	5.987535045
1037	5.986860136
1038	5.986147091
1039	5.985515796
1040	5.98473302
1041	5.984232918
1042	5.983591015
1043	5.982731832
1044	5.982311778
1045	5.981604675
1046	5.980974284
1047	5.980089729
1048	5.979537357
1049	5.979045169
1050	5.97833708
1051	5.977355593
1052	5.976788221
1053	5.976283776
1054	5.975295421
1055	5.974673494
1056	5.97403047
1057	5.973106617
1058	5.972538628
1059	5.971880431
1060	5.971275144
1061	5.970781488
1062	5.970113768
1063	5.969549316
1064	5.969053585
1065	5.968511275
1066	5.968089949
1067	5.967263529
1068	5.966413105
1069	5.965670173
1070	5.964988675
1071	5.964341245
1072	5.963665019
1073	5.963140035
1074	5.96246741
1075	5.961768205
1076	5.96130159
1077	5.96074557
1078	5.959977431
1079	5.959138724
1080	5.95844679
1081	5.957677341
1082	5.956869419
1083	5.956393795
1084	5.955791268
1085	5.955119416
1086	5.954012985
1087	5.953182008
1088	5.952530946
1089	5.951845694
1090	5.951226519
1091	5.950575835
1092	5.949709418
1093	5.948835219
1094	5.94831772
1095	5.947629139
1096	5.947285197
1097	5.946484807
1098	5.945916002
1099	5.945390839
1100	5.944907212
1101	5.944484283
1102	5.943500392
1103	5.943080653
1104	5.942097546
1105	5.941558647
1106	5.940836721
1107	5.94014651
1108	5.939436795
1109	5.938954778
1110	5.938293608
1111	5.937350141
1112	5.936682351
1113	5.935834093
1114	5.934918487
1115	5.934084877
1116	5.933528614
1117	5.932709055
1118	5.932107272
1119	5.931514043
1120	5.930990816
1121	5.93049745
1122	5.929916453
1123	5.928783182
1124	5.928168098
1125	5.927189614
1126	5.926520604
1127	5.925852272
1128	5.925080227
1129	5.924418579
1130	5.923352585
1131	5.922437312
1132	5.921488559
1133	5.920687065
1134	5.919985596
1135	5.919318647
1136	5.918291185
1137	5.917739197
1138	5.917232099
1139	5.916637447
1140	5.916017974
1141	5.915384374
1142	5.914992728
1143	5.914519364
1144	5.914071935
1145	5.913355278
1146	5.912616111
1147	5.911787765
1148	5.911324811
1149	5.910557432
1150	5.909823907
1151	5.909229732
1152	5.908188846
1153	5.907331279
1154	5.906336122
1155	5.905747233
1156	5.905120624
1157	5.904218952
1158	5.903472794
1159	5.902789074
1160	5.90232666
1161	5.901411684
1162	5.900843334
1163	5.900252186
1164	5.899429874
1165	5.898671294
1166	5.897987097
1167	5.897256714
1168	5.896668603
1169	5.896232689
1170	5.895818793
1171	5.894987291
1172	5.894305019
1173	5.89358799
1174	5.89277111
1175	5.891984093
1176	5.891332551
1177	5.890874448
1178	5.890306045
1179	5.889462358
1180	5.888987452
1181	5.888093631
1182	5.887238238
1183	5.886630055
1184	5.886036109
1185	5.885177525
1186	5.884541815
1187	5.88371678
1188	5.883083062
1189	5.882507526
1190	5.881997274
1191	5.88111584
1192	5.88048738
1193	5.879935585
1194	5.879247014
1195	5.879022475
1196	5.878395918
1197	5.878031221
1198	5.877211451
1199	5.876760605
1200	5.87621419
1201	5.875474987
1202	5.87492633
1203	5.873907065
1204	5.873330272
1205	5.872519463
1206	5.871929531
1207	5.871331005
1208	5.870834564
1209	5.870204749
1210	5.869672702
1211	5.868776327
1212	5.868145076
1213	5.867533415
1214	5.866921692
1215	5.865975031
1216	5.864973322
1217	5.864197433
1218	5.863057682
1219	5.86239824
1220	5.861842176
1221	5.861188904
1222	5.860516362
1223	5.860072465
1224	5.859433643
1225	5.858469685
1226	5.857878158
1227	5.857344875
1228	5.856281114
1229	5.855215036
1230	5.854390084
1231	5.853822187
1232	5.853245397
1233	5.852558648
1234	5.851781036
1235	5.850912077
1236	5.850090714
1237	5.849495559
1238	5.84886834
1239	5.848016218
1240	5.847410933
1241	5.846593141
1242	5.845810678
1243	5.84497274
1244	5.844019546
1245	5.843407963
1246	5.842320703
1247	5.841726899
1248	5.841186544
1249	5.840666874
1250	5.839921096
1251	5.839279393
1252	5.838358756
1253	5.837749387
1254	5.837035716
1255	5.836366343
1256	5.835846778
1257	5.835358858
1258	5.834534013
1259	5.833780095
1260	5.833331007
1261	5.832316888
1262	5.831596266
1263	5.831188959
1264	5.830615183
1265	5.829884431
1266	5.829275539
1267	5.828496903
1268	5.827608438
1269	5.826822153
1270	5.826419406
1271	5.825751409
1272	5.825095741
1273	5.824436498
1274	5.823820684
1275	5.8233823
1276	5.822809558
1277	5.821856923
1278	5.82143972
1279	5.820980939
1280	5.820396549
1281	5.819823399
1282	5.819395198
1283	5.818916726
1284	5.818115435
1285	5.817469725
1286	5.816807674
1287	5.816040521
1288	5.815551987
1289	5.814884857
1290	5.814188301
1291	5.813563706
1292	5.813258843
1293	5.812538506
1294	5.812016158
1295	5.811480272
1296	5.810904354
1297	5.810249821
1298	5.809221732
1299	5.808541493
1300	5.807748132
1301	5.807133622
1302	5.806652592
1303	5.806171518
1304	5.805426168
1305	5.804787726
1306	5.804332283
1307	5.80380962
1308	5.803044383
1309	5.802557281
1310	5.801945582
1311	5.801392943
1312	5.800889633
1313	5.800099162
1314	5.799465239
1315	5.798927055
1316	5.798448119
1317	5.797344702
1318	5.796847806
1319	5.795940965
1320	5.795203401
1321	5.794468924
1322	5.793711033
1323	5.793284028
1324	5.792259154
1325	5.791516535
1326	5.790865186
1327	5.790117457
1328	5.789168596
1329	5.788544939
1330	5.788039627
1331	5.787223526
1332	5.786703072
1333	5.786134893
1334	5.785637811
1335	5.785128757
1336	5.784454521
1337	5.783718147
1338	5.783148991
1339	5.78246796
1340	5.781988993
1341	5.781088525
1342	5.780382226
1343	5.779912264
1344	5.779228779
1345	5.778713763
1346	5.777995627
1347	5.777385235
1348	5.776732411
1349	5.776328909
1350	5.775289869
1351	5.774645339
1352	5.774051586
1353	5.773473511
1354	5.772974508
1355	5.772303965
1356	5.771525151
1357	5.770923497
1358	5.770071703
1359	5.769416286
1360	5.768302516
1361	5.767767383
1362	5.767096051
1363	5.766711806
1364	5.765968692
1365	5.76509672
1366	5.764518323
1367	5.763728654
1368	5.762836456
1369	5.761982993
1370	5.761503074
1371	5.760907028
1372	5.759732047
1373	5.759271171
1374	5.758445526
1375	5.757889701
1376	5.757114192
1377	5.756356576
1378	5.755751477
1379	5.754848492
1380	5.754252619
1381	5.753670765
1382	5.752910156
1383	5.751994867
1384	5.751412464
1385	5.750676499
1386	5.749384272
1387	5.748863844
1388	5.747984631
1389	5.747005579
1390	5.746358776
1391	5.745447396
1392	5.744645065
1393	5.744005384
1394	5.743468827
1395	5.742968112
1396	5.74231853
1397	5.741884149
1398	5.741380316
1399	5.740559518
1400	5.739746961
1401	5.739066391
1402	5.738342206
1403	5.737443764
1404	5.736936865
1405	5.73642798
1406	5.735893337
1407	5.735355088
1408	5.734668164
1409	5.733961437
1410	5.733441292
1411	5.7327138
1412	5.731875695
1413	5.730964641
1414	5.73035532
1415	5.72963133
1416	5.729151945
1417	5.728455218
1418	5.727565338
1419	5.72655534
1420	5.725773887
1421	5.725216001
1422	5.724683553
1423	5.724089908
1424	5.723465203
1425	5.722737178
1426	5.722208151
1427	5.721558951
1428	5.720901204
1429	5.720302442
1430	5.71986296
1431	5.718786788
1432	5.718235097
1433	5.717491505
1434	5.716940226
1435	5.716304523
1436	5.715968998
1437	5.715263422
1438	5.714340522
1439	5.713533192
1440	5.713003033
1441	5.712156867
1442	5.711245723
1443	5.710492668
1444	5.710063281
1445	5.709249213
1446	5.708587422
1447	5.707642271
1448	5.706927984
1449	5.706716817
1450	5.705998256
1451	5.705419389
1452	5.704462343
1453	5.704138325
1454	5.703708419
1455	5.702643279
1456	5.702103189
1457	5.70124944
1458	5.700512288
1459	5.699524353
1460	5.698468313
1461	5.698002412
1462	5.697415604
1463	5.697057071
1464	5.696370021
1465	5.695750905
1466	5.694890657
1467	5.694210169
1468	5.693443543
1469	5.692857018
1470	5.692336903
1471	5.691954602
1472	5.691492783
1473	5.690810771
1474	5.690106442
1475	5.689306261
1476	5.688591942
1477	5.687754919
1478	5.68733067
1479	5.68683561
1480	5.686081009
1481	5.68539173
1482	5.684388728
1483	5.683364452
1484	5.682613262
1485	5.681887536
1486	5.681388422
1487	5.680712914
1488	5.680266984
1489	5.679788269
1490	5.679213571
1491	5.678712768
1492	5.677851462
1493	5.677128205
1494	5.676615272
1495	5.675852183
1496	5.675246444
1497	5.6746359
1498	5.674060187
1499	5.673700974
