iter	RMSE
163	0.3266781248
164	0.3265785866
165	0.3265364072
166	0.3265265795
167	0.3264417187
168	0.3261512669
169	0.3260429947
170	0.3259475311
171	0.3259285149
172	0.3256742335
173	0.3255788842
174	0.3254245469
175	0.3253634898
176	0.3251667325
177	0.3250400501
178	0.3249978089
179	0.3248517254
180	0.3247705938
181	0.3245743662
182	0.3242909461
183	0.3242067351
184	0.3240389831
185	0.3239468676
186	0.3239091678
187	0.3237905158
188	0.3235701624
189	0.3234516736
190	0.3232918318
191	0.3231915798
192	0.3230085267
193	0.3229314137
194	0.3229002578
195	0.3228552056
196	0.3226355767
197	0.3225318538
198	0.3224868241
199	0.3224240955
200	0.3223899355
201	0.3222493604
202	0.3222214211
203	0.3221531065
204	0.3219711995
205	0.3218994782
206	0.3217154204
207	0.3214987142
208	0.3214550022
209	0.3213747093
210	0.3212992577
211	0.3209075564
212	0.3208051339
213	0.3206435775
214	0.3204835444
215	0.3203734068
216	0.3202469397
217	0.3201404695
218	0.3201274808
219	0.3200500196
220	0.3199091324
221	0.3198534755
222	0.3197525176
223	0.3196053657
224	0.3193824013
225	0.319044542
226	0.3187560505
227	0.3186255266
228	0.318610931
229	0.3184657174
230	0.3183401117
231	0.3181453066
232	0.3180779394
233	0.3179650613
234	0.317926915
235	0.3177651187
236	0.3175777651
237	0.3172609343
238	0.317174121
239	0.3168581437
240	0.3168085872
241	0.3165809346
242	0.3165631244
243	0.3163059924
244	0.3160147641
245	0.3159488283
246	0.3157456875
247	0.3157001553
248	0.3155646464
249	0.3154369154
250	0.3153446311
251	0.3151713917
252	0.3149020643
253	0.3147896247
254	0.3147100527
255	0.3142667833
256	0.3141652848
257	0.3140470786
258	0.3138967671
259	0.3138499259
260	0.3138076741
261	0.3135020756
262	0.3134011724
263	0.3132899212
264	0.3132126513
265	0.3131836317
266	0.3130317472
267	0.3129569907
268	0.3128650524
269	0.3128356098
270	0.3127628375
271	0.3126836517
272	0.312600283
273	0.3125472532
274	0.3124835403
275	0.3124402134
276	0.3122496117
277	0.3122359925
278	0.3122044934
279	0.3121366877
280	0.3119264362
281	0.3118772595
282	0.3117759509
283	0.3117362676
284	0.311709865
285	0.3116782914
286	0.3116406412
287	0.3114312385
288	0.311408273
289	0.3113480497
290	0.3110490197
291	0.3109918452
292	0.3107954924
293	0.3107750046
294	0.310671624
295	0.3106566023
296	0.3106391576
297	0.3104614746
298	0.3103702958
299	0.3103591256
300	0.3103303663
301	0.3103197574
302	0.3102184253
303	0.3101665279
304	0.310087851
305	0.3099880336
306	0.3099336206
307	0.3097501694
308	0.3093396344
309	0.3091178843
310	0.3089356854
311	0.3087699452
312	0.3087602052
313	0.308714328
314	0.3086894728
315	0.3086534498
316	0.3082084785
317	0.3077338957
318	0.3077244062
319	0.3077060679
320	0.3076089545
321	0.307547936
322	0.3074811151
323	0.3073129551
324	0.3072244729
325	0.3070111824
326	0.30666025
327	0.3064840722
328	0.3064602668
329	0.3061318052
330	0.3057731757
331	0.3057442886
332	0.305698338
333	0.3055140549
334	0.3054459679
335	0.3054253808
336	0.3053744497
337	0.3052453086
338	0.3049518871
339	0.3045974968
340	0.3045129106
341	0.3041258105
342	0.3040951468
343	0.3037608335
344	0.3036963858
345	0.3036466576
346	0.3034160328
347	0.3030070669
348	0.3029557882
349	0.3028198761
350	0.3027441482
351	0.3024898088
352	0.3023983822
353	0.3023490721
354	0.3019793171
355	0.3018367197
356	0.3017770873
357	0.3016270877
358	0.3014675762
359	0.3013573346
360	0.3013361122
361	0.3010199941
362	0.3009840762
363	0.3008291885
364	0.3006978683
365	0.3004403974
366	0.300125514
367	0.2998704009
368	0.2998457211
369	0.2997012507
370	0.2996774664
371	0.2996599503
372	0.2996347145
373	0.2995919361
374	0.2993165205
375	0.2990166751
376	0.298721111
377	0.2984797417
378	0.2984426077
379	0.2984175893
380	0.2982520039
381	0.2980891613
382	0.29796694
383	0.2979019506
384	0.297615274
385	0.2972670501
386	0.2972441702
387	0.2970052306
388	0.2967311408
389	0.2967166325
390	0.296650225
391	0.296408907
392	0.2961228171
393	0.2959365156
394	0.2958810826
395	0.2958572429
396	0.2955258423
397	0.2951392983
398	0.294999017
399	0.2949556057
400	0.2946682288
401	0.2943366499
402	0.2940242524
403	0.2936213559
404	0.2932326203
405	0.2932164251
406	0.2929033943
407	0.2927894121
408	0.29249778
409	0.2921607116
410	0.2919131387
411	0.2919025487
412	0.2918870278
413	0.2918449765
414	0.2918249942
415	0.2917838072
416	0.2917432563
417	0.2913925107
418	0.2913386093
419	0.2908814761
420	0.2908694215
421	0.2905485353
422	0.290292522
423	0.2901668955
424	0.2901157475
425	0.2901011438
426	0.2897477366
427	0.2894151973
428	0.2893411536
429	0.2892311881
430	0.2891913695
431	0.288862334
432	0.2886791842
433	0.2886578332
434	0.2886390882
435	0.2884803919
436	0.2882138795
437	0.287934994
438	0.2877754734
439	0.2877096014
440	0.2874302738
441	0.2873841147
442	0.2873413063
443	0.2872460218
444	0.2869349138
445	0.2868135325
446	0.286650682
447	0.2864139515
448	0.2860881729
449	0.2860752096
450	0.2859788587
451	0.2856586071
452	0.2856413575
453	0.2855904854
454	0.2855360077
455	0.2855164282
456	0.2854725159
457	0.2854374913
458	0.2853670104
459	0.2853000305
460	0.2852415942
461	0.285025719
462	0.2847642455
463	0.2845824341
464	0.2842796432
465	0.2840825382
466	0.2840270025
467	0.2837387642
468	0.2836098847
469	0.2834424793
470	0.2832025041
471	0.282991305
472	0.2829366806
473	0.2829081668
474	0.2826287991
475	0.282526552
476	0.2824496011
477	0.2821460289
478	0.2821045104
479	0.2820864789
480	0.2818212328
481	0.2817786656
482	0.2815958161
483	0.2814372308
484	0.28138982
485	0.2812239679
486	0.2810985405
487	0.2810819213
488	0.2810079972
489	0.2809551032
490	0.2809388101
491	0.2808811216
492	0.280635771
493	0.2803438234
494	0.2802497328
495	0.2800971453
496	0.2798390354
497	0.2795084396
498	0.2794454799
499	0.2792977826
500	0.2792668967
501	0.2790407777
502	0.2788815167
503	0.2785972706
504	0.278457684
505	0.2784496766
506	0.2784193465
507	0.2782535737
508	0.2781801757
509	0.2781416204
510	0.2779696316
511	0.2778543105
512	0.2778070745
513	0.2775546149
514	0.2772727073
515	0.2769957568
516	0.2769312174
517	0.2766661859
518	0.2764259855
519	0.2762005949
520	0.2758887904
521	0.2758542425
522	0.2756795986
523	0.2755967398
524	0.2755323747
525	0.2754963401
526	0.2753551854
527	0.2750242035
528	0.274896058
529	0.2747103747
530	0.274617151
531	0.2743269295
532	0.2740382822
533	0.2740137869
534	0.2738040415
535	0.2737047516
536	0.2735613686
537	0.2734158734
538	0.2732995715
539	0.2731755214
540	0.2731412152
541	0.2728701385
542	0.2727322337
543	0.2726913056
544	0.2726333673
545	0.2725051076
546	0.2723485181
547	0.2721266589
548	0.2720119356
549	0.2719574646
550	0.2718933565
551	0.2716793894
552	0.2714576953
553	0.2713941851
554	0.2711822113
555	0.2710180468
556	0.2708447258
557	0.2707119237
558	0.2704995473
559	0.2704034306
560	0.2702715406
561	0.2702443095
562	0.2701934329
563	0.270062175
564	0.2700223009
565	0.26988778
566	0.2696621188
567	0.2696494726
568	0.2693903188
569	0.2692591803
570	0.269119202
571	0.2688706703
572	0.2688315535
573	0.2686884456
574	0.268513354
575	0.2683861081
576	0.2682815997
577	0.2681530779
578	0.2680907551
579	0.2679757908
580	0.2678950635
581	0.2677738665
582	0.267639421
583	0.2676051769
584	0.267142487
585	0.2670310357
586	0.2669444757
587	0.2668397812
588	0.2666883257
589	0.266585924
590	0.2665258374
591	0.2664175671
592	0.266382776
593	0.2662842399
594	0.2660526641
595	0.2656807407
596	0.2654740771
597	0.2654395912
598	0.2653037861
599	0.2651122641
600	0.2649549543
601	0.264859405
602	0.2647630668
603	0.2645346389
604	0.2645148808
605	0.2645012997
606	0.2644676873
607	0.2644103485
608	0.2642931969
609	0.2641322131
610	0.264021871
611	0.2639003687
612	0.2636287646
613	0.2634208447
614	0.2632013752
615	0.263000508
616	0.2629682486
617	0.262929373
618	0.262716359
619	0.2626369202
620	0.2624354545
621	0.2622633229
622	0.2621682707
623	0.2620229118
624	0.2619624213
625	0.2618691713
626	0.2618179405
627	0.2617789668
628	0.2615001477
629	0.2614062621
630	0.2612977587
631	0.2612295307
632	0.2610770764
633	0.2608680292
634	0.2607333497
635	0.2606485576
636	0.2605745784
637	0.2605263718
638	0.2604581888
639	0.2602656921
640	0.2601678776
641	0.2600099556
642	0.2599872912
643	0.25993768
644	0.2596702382
645	0.2596028335
646	0.2594992288
647	0.2594534539
648	0.2592318817
649	0.259185098
650	0.2590443513
651	0.2590157199
652	0.2587551922
653	0.2587135672
654	0.2584380877
655	0.2583452425
656	0.2582765706
657	0.2580516722
658	0.2579954088
659	0.2579238563
660	0.2577305335
661	0.2576971336
662	0.257659093
663	0.2573669891
664	0.2572368073
665	0.2572237987
666	0.2571220416
667	0.2569402425
668	0.2566884324
669	0.2565432264
670	0.2565144083
671	0.2564834364
672	0.2564137618
673	0.2563512842
674	0.2562399451
675	0.2561875277
676	0.2559569103
677	0.2558588387
678	0.2557417035
679	0.2556735035
680	0.2556018248
681	0.2554554489
682	0.2553048029
683	0.2552072733
684	0.2550053909
685	0.2549660549
686	0.2547610875
687	0.2544795273
688	0.2542705314
689	0.2541151989
690	0.2539287165
691	0.2537418903
692	0.2536345141
693	0.2534887508
694	0.2532104553
695	0.2530924325
696	0.2528712249
697	0.2526720884
698	0.2525479373
699	0.2524991845
700	0.2523187968
701	0.2522863522
702	0.2522419593
703	0.2522126157
704	0.2521279856
705	0.2520853181
706	0.2519957256
707	0.2518782728
708	0.2517725283
709	0.2515241838
710	0.2514798593
711	0.2514290871
712	0.2513505642
713	0.2512320147
714	0.2509954773
715	0.2507380385
716	0.2505676303
717	0.2504920611
718	0.2503317535
719	0.2503038372
720	0.2502683307
721	0.2502193761
722	0.2501797003
723	0.2499840667
724	0.2498652352
725	0.2495618574
726	0.2495118969
727	0.249284309
728	0.2492417898
729	0.2490704945
730	0.2489432822
731	0.248735673
732	0.2486683303
733	0.2485236606
734	0.2483746806
735	0.2482687742
736	0.2482095535
737	0.2481721894
738	0.2480875161
739	0.2480021919
740	0.2479012567
741	0.247712975
742	0.2475524971
743	0.2474924502
744	0.2473335746
745	0.2472477809
746	0.2471788788
747	0.2470566329
748	0.2468938643
749	0.2468674954
750	0.2468433122
751	0.2467880251
752	0.2466671668
753	0.2465062288
754	0.2464370979
755	0.246324491
756	0.2462911414
757	0.2460714569
758	0.2459336821
759	0.2458888599
760	0.2457059048
761	0.2455633182
762	0.2454771863
763	0.245431087
764	0.2452680627
765	0.245154273
766	0.2450850598
767	0.244968462
768	0.2448965461
769	0.2448249654
770	0.2446993475
771	0.2445226151
772	0.2444542291
773	0.2444328731
774	0.2443646919
775	0.2443426829
776	0.2441673956
777	0.2440748386
778	0.2440153593
779	0.2438973014
780	0.2437372982
781	0.2436931078
782	0.2436757949
783	0.243596707
784	0.243532997
785	0.2435011444
786	0.2433597189
787	0.2432641244
788	0.2432093306
789	0.2430349665
790	0.2429841374
791	0.2429251589
792	0.2428001432
793	0.2427832732
794	0.2426469323
795	0.242546648
796	0.2423833587
797	0.2422980213
798	0.2422439167
799	0.2421690743
800	0.2420782
801	0.241929963
802	0.2418256241
803	0.2417951788
804	0.241668482
805	0.2414581365
806	0.2413245654
807	0.2412430852
808	0.2412279166
809	0.2411945703
810	0.2411516999
811	0.2410047834
812	0.2408016879
813	0.240733057
814	0.2406613667
815	0.240614639
816	0.2405499255
817	0.2404658021
818	0.2403246571
819	0.2402477751
820	0.2400780097
821	0.2400226677
822	0.239919108
823	0.2396410792
824	0.2395055975
825	0.2393776641
826	0.2391346659
827	0.2390861675
828	0.2389673752
829	0.2389241026
830	0.238850064
831	0.2387615718
832	0.2386504086
833	0.2384473911
834	0.2382556794
835	0.2382451628
836	0.2382152953
837	0.2380646439
838	0.2379328709
839	0.2378462516
840	0.2378174492
841	0.2377547445
842	0.2376257653
843	0.2375490921
844	0.2374898601
845	0.2372615069
846	0.2372230467
847	0.2371917086
848	0.2371060463
849	0.2370302334
850	0.2369213666
851	0.2366929593
852	0.2366418905
853	0.2365806308
854	0.2365295562
855	0.2364489943
856	0.2362385237
857	0.2361779816
858	0.2360813009
859	0.2360227242
860	0.2359874133
861	0.2359443379
862	0.2358239207
863	0.2358094823
864	0.235700438
865	0.2355580248
866	0.2355510674
867	0.2353313337
868	0.2352867885
869	0.2352332961
870	0.2351882718
871	0.2349952449
872	0.2349756948
873	0.2348431204
874	0.2347601898
875	0.2346895139
876	0.2346220617
877	0.2345978039
878	0.2345698558
879	0.2345336794
880	0.2343394675
881	0.2342626653
882	0.234142871
883	0.2340602585
884	0.23395554
885	0.2339381301
886	0.2338120845
887	0.2337064102
888	0.2335844702
889	0.2334891316
890	0.2334024583
891	0.2332363077
892	0.2331872302
893	0.2330338512
894	0.2330089971
895	0.2329840387
896	0.2329440383
897	0.232927952
898	0.2328215084
899	0.2327433337
900	0.2326083472
901	0.2325629954
902	0.232485507
903	0.2323002461
904	0.2322723231
905	0.2322290922
906	0.2322199421
907	0.2321622537
908	0.2320447741
909	0.231964501
910	0.2317890716
911	0.2316850016
912	0.2316422459
913	0.2316349998
914	0.2316089994
915	0.2315681568
916	0.2314987019
917	0.2312971324
918	0.231225949
919	0.2311575379
920	0.2311452821
921	0.2309387106
922	0.2308964136
923	0.2307250763
924	0.2306817991
925	0.2306479345
926	0.2305719696
927	0.2303733972
928	0.230346928
929	0.2302346058
930	0.2301053421
931	0.2299620308
932	0.2299181426
933	0.2298585391
934	0.229759045
935	0.2296252118
936	0.2294734909
937	0.2293540579
938	0.2291708373
939	0.2290419153
940	0.228921295
941	0.2288636704
942	0.2287635715
943	0.2287218003
944	0.2285963289
945	0.2285810737
946	0.2284515184
947	0.2284261275
948	0.22830668
949	0.228230882
950	0.228158243
951	0.228113394
952	0.2280650817
953	0.2279727868
954	0.2279167939
955	0.2278454295
956	0.2277729856
957	0.2275886866
958	0.2275800271
959	0.2274961686
960	0.2274354951
961	0.2272572923
962	0.2272162752
963	0.2271096473
964	0.2270148768
965	0.2269677526
966	0.226886702
967	0.226723123
968	0.2266857559
969	0.2266612465
970	0.2265349694
971	0.2265177547
972	0.2264898463
973	0.2264620173
974	0.2264487012
975	0.2263024302
976	0.2262414313
977	0.2262036509
978	0.2261122888
979	0.2260147786
980	0.2259554472
981	0.225849017
982	0.2257281775
983	0.2256979968
984	0.2256526102
985	0.225468121
986	0.2254423147
987	0.2253315103
988	0.2252939275
989	0.225226389
990	0.22503923
991	0.2249025115
992	0.2248770505
993	0.224770557
994	0.2247309278
995	0.2246283775
996	0.2245896159
997	0.2245494494
998	0.2244623089
999	0.2244543721
